Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Black,,M,,,5jjX1KmU0f0EsmIX9_5611,0.0,shopify,continue,manual,25.46,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4155210843_cbji.jpg?v=1667373556,3,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Black,,L,,,5nuurKZVCYAwQN4eV_8370,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Black,,XL,,,fc0vC0Fn4fUVqpDoC_4879,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Black,,2XL,,,FhOinkSmOQ0r6BK4O_4031,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Neon Pink,,XS,,,FHrXl8fO2TQvOiTtp_1672,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Neon Pink,,S,,,G5LHcEvyDj4a7OlSG_8827,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Neon Pink,,M,,,k8VV6RwF9VX2gTE5U_8394,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Neon Pink,,L,,,OkaC0KvUt8kjNgRTZ_4079,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Neon Pink,,XL,,,pb5Pmuq5PMa3PUAzk_542,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Neon Pink,,2XL,,,php5QMyQsg8ohaOf8_1071,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Red,,XS,,,staHdHciUnRvmxVYO_4516,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Red,,S,,,t0X4JdalkVFZ2sD1W_7834,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Red,,M,,,wQ89ZZpuvnarZXdgN_7833,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Red,,L,,,WWt00Sqb7F337FTeB_4118,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Red,,XL,,,yAkPZfoeamSosbr2i_7347,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-flowy-racerback-tank-b8800,,,,,,,,,Red,,2XL,,,ZRBJPJzE6vEjobGlu_4495,0.0,shopify,continue,manual,25.46,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,Gigdamumsie,"Fabric:<br><br>	● 100% Cotton<br>	● Sport Grey is 90/10<br>	● Heathers and Safety colors are 50/50<br><br><br>Features:<br><br>	● Taped shoulder-to-shoulder<br>	● Double-needle sleeve and bottom hem<br>	● Seamless double needle 5/8"" collar<br>	● Side seamed<br>	● Classic fit<br>	● Tear away label<br>								",THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847",true,Color,Black,Size,XS,,,MkhqJwkNbmPcLYLxV_9210,0.0,shopify,continue,manual,12.41,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4113160678_8y3k.jpg?v=1667373556,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
gigdamumsie,,,,,,,,,Black,,S,,,iePq0L6j7Dzmmzzkf_4261,0.0,shopify,continue,manual,12.41,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4160825913_ayhn.jpg?v=1667373556,2,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Black,,M,,,dbE1qC1lEV7Rvvm51_7821,0.0,shopify,continue,manual,12.41,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4160825885_25oo.jpg?v=1667373556,3,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Black,,L,,,2kuyG9hZdqKcXN4MG_6400,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Black,,XL,,,dkER83toiyQrYmZ3Y_8270,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Black,,2XL,,,A5U0udP3dhx28jUFI_6069,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Black,,3XL,,,ITNkCMixclSOscr3z_4335,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Irish Green,,XS,,,o8zzRqeFQWacX7nt2_5235,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Irish Green,,S,,,3NQmwIvxJLMHG8xZX_5811,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Irish Green,,M,,,o622tJFnnfCn6ulvH_5370,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Irish Green,,L,,,W7kppP1pxt4RjIIDU_3519,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Irish Green,,XL,,,AxutDvWQVQ5IoQwzJ_6170,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Irish Green,,2XL,,,LhQOtpzqhpYGIrZu7_7057,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Irish Green,,3XL,,,VTLlD0m8yf7YYMcw0_8996,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Red,,XS,,,T2GUFApnjm33Hm1TC_7649,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Red,,S,,,Z9VkntzQDB0iXTFeW_6209,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Red,,M,,,71AG80v7dFBS0t0wX_3853,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Red,,L,,,K9Uco6OQRsQq6FYzp_7940,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Red,,XL,,,c5haqw42bPGYVOFPU_1845,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Red,,2XL,,,8bkgkqwD9rBPIaXM6_7270,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
gigdamumsie,,,,,,,,,Red,,3XL,,,2PlUbVZzKQ0iAyvJF_2343,0.0,shopify,continue,manual,12.41,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dg-yuengling-sons,DG Yuengling & Sons,This was a day trip to the Yuengling factory in Pottstown PA one of the oldest beer Factory's In PA. It Really is a site to see.,THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847",true,Color,White,Size,8 X 10,,,p0drI9ipB5ELk6DWp_6388,0.0,shopify,continue,manual,25.12,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4105327778_nhey.jpg?v=1667373554,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
bella-canvas-ladies-triblend-racerback-tank-8430,Bella + Canvas Ladies' Triblend Racerback Tank | 8430,"Fabric:<br><br>	● 3.8 oz., 50% polyester, 25% combed and ringspun cotton, 25% rayon<br>	● 40 singles<br><br><br>Features:<br><br>	● Retail fit<br>	● Racerback<br>	● Sideseamed<br>	● Tear-away label",THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography, women tanks tops",true,Color,Ath Grey Trbldn,Size,XS,,,1Hs5iOdehvTlrQKtf_9846,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4351247665_7lic.jpg?v=1667373541,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Ath Grey Trbldn,,S,,,3ji1XS1Ble0QeJglU_9976,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855924_kwze.jpg?v=1667373541,2,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Ath Grey Trbldn,,M,,,3zht1n5s3pt7NizWA_8134,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855846_7j05.jpg?v=1667373541,3,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Ath Grey Trbldn,,L,,,3ZQwxmfnK2OXgx9g9_8432,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855768_e0ng.jpg?v=1667373541,4,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Ath Grey Trbldn,,XL,,,5N0FYyNSwNRKF1TRp_2241,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855704_jzg9.jpg?v=1667373541,5,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Ath Grey Trbldn,,2XL,,,6Y46mPMtRHhl334ew_719,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855626_lf3f.jpg?v=1667373541,6,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blk Hthr Triblnd,,XS,,,7MKofAinWVCz24eIe_8386,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855572_2fdw.jpg?v=1667373541,7,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blk Hthr Triblnd,,S,,,8ROn3cgLDkofZvPDb_2704,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4351247153_ad26.jpg?v=1667373541,8,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blk Hthr Triblnd,,M,,,aDPnrPNGPMjVHyqf8_7320,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855474_25vx.jpg?v=1667373541,9,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blk Hthr Triblnd,,L,,,agdswsXAtjNdU5GnF_9593,0.0,shopify,continue,manual,19.16,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303855408_d30p.jpg?v=1667373542,10,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blk Hthr Triblnd,,XL,,,aM2NpZkIrcmx9bESL_6093,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blk Hthr Triblnd,,2XL,,,aNrfWEZQGQVCpO6fz_7150,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blue Triblend,,XS,,,ay5gylDGWlbSEk6uu_8697,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blue Triblend,,S,,,aya5SSvcQJiWFonAS_701,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blue Triblend,,M,,,bEhyV1IlSvg5Ir27i_5423,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blue Triblend,,L,,,BT0SuW7q1W7rGtyvN_6708,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blue Triblend,,XL,,,CFZxijWZxj3oGkcI2_4571,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Blue Triblend,,2XL,,,CqXyTC0HsJhzdVBnB_9935,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Char-black Trib,,XS,,,cxVziS0J8pGeK1yNM_502,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Char-black Trib,,S,,,DHxc30lVwUl2sDsQn_9466,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Char-black Trib,,M,,,e6BTYZFypPr0WTaWT_3915,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Char-black Trib,,L,,,EdVhMGAWnujdelZZ0_5906,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Char-black Trib,,XL,,,EJT0UfBMmt70IPaHj_7318,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Char-black Trib,,2XL,,,Eq2BbQv9QuQrk1qBK_964,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Emerald Triblend,,XS,,,ETf7oPG9yeayvZu89_1472,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Emerald Triblend,,S,,,FiuAcfUgegGeFeLOv_5039,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Emerald Triblend,,M,,,fWYDR4BkdAP8YPX1O_6536,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Emerald Triblend,,L,,,go82hyzpFSen27yWL_4276,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Emerald Triblend,,XL,,,GsZLI9TWiWwIKXaQI_5725,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Emerald Triblend,,2XL,,,gYfwQ54C9grJmgWF9_519,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Green Triblend,,XS,,,HFzj9PvvK4YlPSNOw_740,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Green Triblend,,S,,,HzrbgwBR65FHQTtWN_7890,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Green Triblend,,M,,,ijgKXyASKZWrTVu43_2811,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Green Triblend,,L,,,IMzOl0D1uhcB9FK1d_5291,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Green Triblend,,XL,,,ITt2KE8xgOxNSNmDV_6315,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Green Triblend,,2XL,,,iyeEs15Uqbr4TnnFS_6693,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Grey Triblend,,XS,,,jkmey7gzyb5hDufOa_7305,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Grey Triblend,,S,,,JvKn4oEeU2oplp2lo_8821,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Grey Triblend,,M,,,KvsITrCPAkiEsegUC_4548,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Grey Triblend,,L,,,NlfQdvKEdIyFWDJOV_5890,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Grey Triblend,,XL,,,oGbL5svLq43yxw7Y5_689,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Grey Triblend,,2XL,,,oHKeNScG38kTRoXxF_8528,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Red Triblend,,XS,,,OzxJsNalJSBnugzSS_9001,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Red Triblend,,S,,,pMyj5KeBAGM3TMfYH_1031,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Red Triblend,,M,,,pQbbumRv4hJQQqxPy_1235,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Red Triblend,,L,,,qFKwQhlTSfYPq4gZa_5673,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Red Triblend,,XL,,,rc2ZpF2c5CI7et3zS_8179,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Red Triblend,,2XL,,,sCq5HsiWdgtJRl4DP_6436,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Sld Blk Triblend,,XS,,,sd6b7hVMohi9a3VQp_6699,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Sld Blk Triblend,,S,,,sIqO5HC4xZbHLusSg_2959,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Sld Blk Triblend,,M,,,T85Wccp5Xoarocbqk_6611,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Sld Blk Triblend,,L,,,tniKufLP9xUvFo2x3_6194,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Sld Blk Triblend,,XL,,,TOmASvm0yDE4uYJ2p_571,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Sld Blk Triblend,,2XL,,,ujbjg89QPoOBOzKbA_3625,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Solid Wht Trblnd,,XS,,,v5OUcJJzk1EfnOV71_9730,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Solid Wht Trblnd,,S,,,WemPHQmSr7S1hL4n6_8806,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Solid Wht Trblnd,,M,,,Wjj6DIwdib05brgCw_8707,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Solid Wht Trblnd,,L,,,wV73BYGCGiNoA3BTl_9248,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Solid Wht Trblnd,,XL,,,XH83fIKsuN7cxPPCe_951,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Solid Wht Trblnd,,2XL,,,xPmcXaZJyEXtuXkXW_6194,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Wht Flck Triblnd,,XS,,,yrlwdKm6pTPvKYGDi_4283,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Wht Flck Triblnd,,S,,,yzItdgU79uS2Gd4p7_1834,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Wht Flck Triblnd,,M,,,Z2CuxA3fmnxGfTcRc_5362,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Wht Flck Triblnd,,L,,,Zl6Vqbvk288cOx4pd_438,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Wht Flck Triblnd,,XL,,,ZmPNZ0T6Pg8f9g9RR_4539,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
bella-canvas-ladies-triblend-racerback-tank-8430,,,,,,,,,Wht Flck Triblnd,,2XL,,,zyvceOumIej7oIOKp_6463,0.0,shopify,continue,manual,19.16,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
a-very-irish-horse-1,a very Irish horse,this is a photo that can be used as wall art<br><br>Only 1 available,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,4.00,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4350403155_1317.jpg?v=1667373535,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
